"bot"	"statuses_count"	"default_profile"	"default_profile_image"	"friends_count"	"followers_count"	"favourites_count"	"geo_enabled"	"listed_count"	"account_age_hours"	"diversity"	"mean_mins_between_tweets"	"mean_tweet_length"	"mean_retweets"	"reply_rate"
"1"	25	1	0	1975	10	1	0	0	29598	0.730434782609	72850.8181818	82.8260869565	1	0.217391304348
"1"	10	1	1	1297	2	7	1	1	28123	0.830188679245	73553.5	99.5555555556	1	0.333333333333
"1"	4	1	1	951	16	1	0	0	52256	1	685127	58	1	0
"1"	92	1	0	950	2	15	0	0	29020	0.654135338346	9578.86666667	109.394736842	1	0.315789473684
"1"	90	0	0	1820	4	507	0	0	54668	0.816326530612	12472.0952381	59.4545454545	2	0.136363636364
"1"	14	1	0	1975	14	0	0	0	28161	0.59375	102254.230769	36.7857142857	2	1
"1"	7	1	0	1963	14	0	1	0	31011	0.944444444444	155066.666667	25.5714285714	1	0.142857142857
"1"	440	1	1	1623	5	49	1	1	14246	0.676041666667	2148.95187166	63.5159574468	1	0.063829787234
"1"	44	1	0	1995	17	1	0	0	49950	0.734375	21226.0294118	43.7142857143	1	0.657142857143
"1"	26	1	0	1221	7	4	0	0	27742	0.678571428571	28937	30.1739130435	1	0.521739130435
"1"	9	0	0	1553	4	0	0	0	47373	0.903225806452	18496.75	58.2222222222	1	0.333333333333
"1"	32	1	0	1438	9	0	0	0	19622	0.695035460993	11456.7857143	79.4482758621	1.5	0.862068965517
"1"	45	0	0	1247	16	3	0	0	46394	0.729064039409	48004.6136364	82.0888888889	1	0
"1"	4	1	1	966	11	0	0	0	42904	0.75	612149.333333	36	1	0.5
"1"	30	1	0	1287	6	3	1	0	30801	0.774193548387	47212.3913043	38.7916666667	1	0
"1"	125	1	0	1942	12	32	0	0	27632	0.60243902439	354.725806452	66.1746031746	3	0.587301587302
"1"	8	1	0	1376	19	1	0	1	30332	0.55	122654.6	66.5	1	0.166666666667
"1"	62	0	0	1730	9	5	0	0	47495	0.647214854111	36333.7540984	91.5	1	0.645161290323
"1"	367	0	0	890	7	0	0	1	11956	0.597336065574	933.293814433	112.087179487	1	0
"1"	585	0	0	1746	13	0	1	0	28809	0.545357524013	3845.14948454	87.5025641026	1	0
"1"	0	1	1	1044	5	0	0	1	35588	0.9	2025.36363636	90.7391304348	1	0.130434782609
"1"	59	1	0	1648	14	2	0	0	37936	0.410774410774	35373.3928571	89.7894736842	1	0.19298245614
"1"	2	1	1	1560	3	2	0	1	41901	1	27	91.5	2	0.5
"1"	85	0	0	1317	70	1	1	2	51820	0.284153005464	34864.5	101.741176471	1	0.0705882352941
"1"	44	1	0	964	8	7	1	0	34859	0.744791666667	25420.3023256	56.8636363636	1	0.431818181818
"1"	3	1	0	1944	3	0	0	0	32787	1	914288	16.3333333333	1	0.333333333333
"1"	20	1	0	1006	3	7	0	1	31483	0.737704918033	57152.1818182	100.666666667	1.5	0.416666666667
"1"	79	1	1	999	33	0	0	0	24211	0.475	995.302325581	37.0227272727	2.17647058824	0
"1"	9	1	1	1494	2	0	1	0	17625	0.5	61236.75	99.3333333333	1	0
"1"	2	1	1	1436	7	0	0	0	5988	0.875	4023	40.5	1	0.5
"1"	12	1	1	996	1	0	0	0	35905	0.765957446809	20838.1818182	82.75	1	0.833333333333
"1"	4	1	1	1702	4	0	0	0	20743	0.833333333333	1.66666666667	50.5	1	0.75
"1"	426	1	0	1520	8	1	0	0	48058	0.00505050505051	399.923857868	121.803030303	1	0
"1"	89	0	0	1571	27	1	0	0	8848	0.806779661017	6127.6	102.625	1	0.0357142857143
"1"	119	0	0	1963	21	2	1	0	44782	0.192629815745	11339.9550562	92.0777777778	1	0.111111111111
"1"	74	0	0	1320	18	0	1	0	20004	0.659090909091	9421.890625	104.784615385	2	0
"1"	122	1	0	2002	31	0	0	0	32940	0.418181818182	907.20661157	143.06557377	1	0
"1"	19	1	0	1274	4	46	0	0	10684	0.778947368421	9411.77777778	71	1	0.894736842105
"1"	2	1	1	971	2	0	0	0	52035	0.5	37445	107	1	0
"1"	16	1	0	1329	12	3	0	0	11165	0.642857142857	23437.3333333	46.6875	1	0.875
"1"	17	0	0	1779	32	21	0	2	5623	0.954545454545	27343.8	77	1.33333333333	0.545454545455
"1"	78	1	0	1659	22	20	0	0	28445	0.375342465753	15253.1891892	80.2	1	0.333333333333
"1"	21	0	0	1862	41	0	0	1	52579	0.826086956522	142092.444444	61.2105263158	1.33333333333	0.421052631579
"1"	497	1	1	1141	1	0	0	1	30253	0.12539184953	411.261306533	64.44	1	0
"1"	1807	1	0	1940	15	237	0	1	17892	0.734806629834	6563.24390244	80.2857142857	4.33333333333	0.190476190476
"1"	4	1	1	1344	2	0	0	1	31948	1	393675.333333	8.5	2	0
"1"	214	1	1	833	5	0	0	1	53514	0.558886509636	1334.4171123	96.7606382979	1	0
"1"	368	0	0	1958	37	3	0	0	33240	0.33836858006	6713.34170854	84.495	1	0.64
"1"	6	1	1	1223	1	0	0	1	36196	1	8530	62.5	4.5	0
"1"	2	1	1	1144	4	0	0	0	27975	0.75	1	46.5	1	1
"1"	5	1	0	1520	5	1	0	0	11470	1	469.666666667	62.75	1	0.75
"1"	21	0	0	1974	31	11	0	0	34735	0.919540229885	42932.6666667	60.6315789474	1	0.263157894737
"1"	6	0	0	837	13	0	0	1	40131	0.916666666667	290737.6	40.6666666667	1	0.166666666667
"1"	472	1	0	1953	90	40	0	3	41253	0.588100686499	5770.6978022	104.213114754	1	0.349726775956
"1"	11	1	0	1394	9	4	1	0	18515	0.878787878788	112263.428571	66.375	1	0.375
"1"	39	1	1	1458	4	0	0	0	24413	0.644329896907	19622.2368421	188.307692308	1	0.974358974359
"1"	6	1	1	1029	4	0	0	0	39058	1	322445	13.1666666667	1	0
"1"	14	1	1	1180	3	0	0	1	21712	0.704545454545	95165.5	176.461538462	4	0
"1"	7	1	0	1178	3	0	0	1	29744	0.868421052632	34576.5	81.7142857143	1	0.142857142857
"1"	1292	1	0	1091	3	0	0	1	32030	0.459510357815	287.693467337	83.41	3	0
"1"	3	1	1	997	5	0	0	1	44410	1	969260.5	39.3333333333	1	0
"1"	11	1	1	1934	6	0	0	0	46890	0.384615384615	279592.777778	54.2	1	0.3
"1"	2	1	1	1424	3	0	0	0	26970	0.8	1	52.5	1	0
"1"	723	1	0	816	7	0	0	0	28485	0.530973451327	1127.48241206	115.435	1	0
"1"	4	1	1	1857	8	0	0	0	16287	0.677419354839	46166	111.75	2	0.5
"1"	11	1	1	1128	3	0	0	1	12567	0.8125	27670.875	101.111111111	2	0.222222222222
"1"	25	1	0	2001	16	233	0	0	13507	0.885714285714	10391.8125	53.2941176471	1	0.235294117647
"1"	91	1	1	1140	5	2	0	1	47972	0.704225352113	44051.25	68.5660377358	1.8	0.0188679245283
"1"	191	0	1	1289	9	132	0	0	7816	0.489171974522	2276.72321429	71.7256637168	1	0.0265486725664
"1"	805	0	0	1381	8	0	1	0	48610	0.631818181818	448.472361809	97.22	1	0
"1"	37	0	0	1996	13	2	0	0	52102	0.741176470588	29902.4444444	51.8108108108	1	0.594594594595
"1"	53	0	0	1718	9	0	0	0	46970	0.681818181818	29673.0576923	45.9622641509	1	0.77358490566
"1"	14	1	0	785	9	2	0	1	10907	0.893617021277	9112.9	106.272727273	1	0.909090909091
"1"	47	1	1	1516	1	3	0	0	36543	0.476923076923	3538.47826087	49.4468085106	1	0.531914893617
"1"	9	1	0	974	4	1	0	0	10277	0.923076923077	17325.1666667	149.142857143	1	0.142857142857
"1"	2	1	0	1536	3	0	0	0	47904	1	1580	64	1	0
"1"	203	0	0	1013	6	0	0	1	16469	0.52045256745	4776.93939394	106.974874372	1	0.0452261306533
"1"	13	1	1	926	1	0	0	0	55004	0.867647058824	253765.25	121.615384615	1	0
"1"	19	1	0	1145	5	0	0	0	44210	0.755102040816	182423.833333	48.9230769231	1	0.461538461538
"1"	62	1	1	1668	4	0	0	0	42425	0.447826086957	14103.7704918	32.1129032258	1	0.0806451612903
"1"	87	1	0	1608	11	9	0	0	33727	0.551656920078	12877.5411765	56.2790697674	1	0.441860465116
"1"	129	1	0	1971	9	1	0	0	26019	0.534971644612	2198.88617886	31.9112903226	1	0.766129032258
"1"	136	1	0	1760	20	3	0	0	52583	0.620573355818	1612.6015625	59.4651162791	1.375	0.0542635658915
"1"	17	1	0	1975	32	1	1	2	17720	0.866666666667	53286.5	55.2631578947	1	0.105263157895
"1"	32	0	0	1969	8	0	0	0	52372	0.837037037037	98830.8	95.5161290323	1	0.258064516129
"1"	239	1	0	1837	20	11	0	0	29967	0.582914572864	8748.72222222	74.3366834171	1	0.452261306533
"1"	89	1	1	1047	34	0	0	0	13115	0.408602150538	835.37254902	33.7115384615	2.91666666667	0
"1"	9	1	0	1032	43	0	0	1	27479	0.823529411765	68455.2857143	45.75	1.33333333333	0
"1"	58	1	1	1324	21	2256	0	1	7546	0.611940298507	4410.54347826	44.7446808511	1.66666666667	0.893617021277
"1"	569	1	0	1416	18	6	0	0	22846	0.898305084746	61910.6666667	62.9375	1	0.125
"1"	11	1	1	1143	16	0	0	3	49113	0.933333333333	247594.333333	96.2	2	0
"1"	30	1	0	1456	5	1	0	1	20703	0.926829268293	76147.5	108.111111111	1	0.444444444444
"1"	13	1	1	1127	5	0	0	0	14396	0.583333333333	47203.8333333	19.5384615385	1	0.153846153846
"1"	80	1	0	1961	13	3	0	0	45813	0.829268292683	34956.08	98.1923076923	1	0
"1"	32	1	0	1964	13	10	0	0	16162	0.0798122065728	11318.6	119.35483871	1	0.0322580645161
"1"	61	1	0	883	7	1	0	0	49617	0.660231660232	38121	74.3666666667	1	0.0333333333333
"1"	4	1	0	1493	6	0	1	0	30538	0.875	524418	77.75	1	0.25
"1"	13	1	1	1809	8	0	0	0	37590	0.478873239437	48800.9166667	44.0769230769	2	0.769230769231
"1"	1108	1	0	1878	15	47	0	0	19832	0.611524163569	144.732142857	75.8407079646	3.30188679245	0
"1"	3	1	1	976	3	0	0	1	14224	1	1326	36.5	1	0.5
"1"	450	1	1	911	1	0	0	0	27675	0.564417177914	73.8088235294	77.102189781	2.57142857143	0
"1"	293	0	0	1830	25	4	0	0	58180	0.572344322344	2336.25125628	94.525	2	0
"1"	87	0	0	1068	14	8	1	0	52068	0.756172839506	35502.3170732	59.8313253012	2	0.469879518072
"1"	3	1	0	837	5	1	0	0	43307	1	792023	83	1	1
"1"	19	1	0	1167	3	0	1	1	32138	0.684210526316	16684.8823529	35.7222222222	1	0.0555555555556
"1"	0	1	1	1944	6	0	0	0	9871	0.837209302326	1346.61904762	87.7441860465	1	0.139534883721
"1"	1	1	0	1497	8	0	0	0	52747	0.5	157282	45.8	1	0.8
"1"	2	1	1	1937	6	0	0	1	26123	1	1	72	1	0
"1"	67	0	1	1041	4	0	0	0	49664	1	340707.333333	73.75	1	0.75
